source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Microglia,Microglia,CD99,CD99,0.0343161891361759,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Microglia,CD99,CD99,0.022924237924769983,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,CD99,CD99,0.029633526125779634,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Microglia,CD99,CD99,0.04134302831131695,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Microglia,CD99,CD99,0.030019006639240932,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Bcells,Microglia,CD99,CD99,0.007888090519007032,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Microglia,Astrocytes,CD99,CD99,0.022924237924769983,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Astrocytes,CD99,CD99,0.015254336048405382,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Astrocytes,CD99,CD99,0.01976426393943163,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Astrocytes,CD99,CD99,0.027685252448117096,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Astrocytes,CD99,CD99,0.02002401178388112,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Bcells,Astrocytes,CD99,CD99,0.005222036989164927,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Microglia,Monocytes,CD99,CD99,0.029633526125779634,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Monocytes,CD99,CD99,0.01976426393943163,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Monocytes,CD99,CD99,0.025572921129041436,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Monocytes,CD99,CD99,0.03573699260598293,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Monocytes,CD99,CD99,0.02590699048401747,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Bcells,Monocytes,CD99,CD99,0.00678636698517642,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Microglia,NKTcells,CD99,CD99,0.04134302831131695,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NKTcells,CD99,CD99,0.027685252448117096,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,NKTcells,CD99,CD99,0.03573699260598293,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,NKTcells,CD99,CD99,0.04973463099682278,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,NKTcells,CD99,CD99,0.03619890678061159,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Bcells,NKTcells,CD99,CD99,0.009556870784831032,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Microglia,Endothelial,CD99,CD99,0.030019006639240932,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Endothelial,CD99,CD99,0.02002401178388112,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Endothelial,CD99,CD99,0.02590699048401747,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Endothelial,CD99,CD99,0.03619890678061159,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Endothelial,CD99,CD99,0.026245306378765383,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Bcells,Endothelial,CD99,CD99,0.006876751985157503,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Microglia,Bcells,CD99,CD99,0.007888090519007032,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Bcells,CD99,CD99,0.005222036989164927,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Bcells,CD99,CD99,0.00678636698517642,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Bcells,CD99,CD99,0.009556870784831032,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Bcells,CD99,CD99,0.006876751985157503,0,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Bcells,Bcells,CD99,CD99,0.0017757689220360244,0.02,CD99_CD99,CD99 - CD99,CD99,Cell-Cell Contact,KEGG: hsa04514
Microglia,Oligodendrocytes,CD99,CD99L2,0.005146638855757368,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Oligodendrocytes,CD99,CD99L2,0.0034039748194705744,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Oligodendrocytes,CD99,CD99L2,0.004426103552648596,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Oligodendrocytes,CD99,CD99L2,0.006239093282284193,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Oligodendrocytes,CD99,CD99L2,0.004485195073294669,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Bcells,Oligodendrocytes,CD99,CD99L2,0.0011561371301852521,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Microglia,Astrocytes,CD99,CD99L2,0.00302056052823877,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Astrocytes,CD99,CD99L2,0.0019963470250052543,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Astrocytes,CD99,CD99L2,0.002596901637732604,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Astrocytes,CD99,CD99L2,0.003663383458845525,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Astrocytes,CD99,CD99L2,0.0026316366103752123,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Microglia,NeuralProgenitors,CD99,CD99L2,0.0036211413104737314,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,CD99,CD99L2,0.002393771467113778,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Monocytes,NeuralProgenitors,CD99,CD99L2,0.0031135090051716513,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
NKTcells,NeuralProgenitors,CD99,CD99L2,0.004391214350867963,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Endothelial,NeuralProgenitors,CD99,CD99L2,0.00315513202406658,0,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Bcells,NeuralProgenitors,CD99,CD99L2,8.12484507462659e-4,0.01,CD99_CD99L2,CD99 - CD99L2,CD99,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Astrocytes,CDH4,CDH4,0.0059422364992633946,0,CDH4_CDH4,CDH4 - CDH4,CDH,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,CDH4,CDH4,0.0028213065664139166,0,CDH4_CDH4,CDH4 - CDH4,CDH,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,CDH4,CDH4,0.0028213065664139166,0,CDH4_CDH4,CDH4 - CDH4,CDH,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,CDH4,CDH4,0.0013373192258888506,0,CDH4_CDH4,CDH4 - CDH4,CDH,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,CDH2,CDH2,0.005173029078996326,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Oligodendrocytes,CDH2,CDH2,0.011746878919285853,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Oligodendrocytes,CDH2,CDH2,0.012877924129328533,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Oligodendrocytes,CDH2,CDH2,0.0018352220665443465,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Astrocytes,CDH2,CDH2,0.011746878919285853,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Astrocytes,CDH2,CDH2,0.02645259781189857,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,CDH2,CDH2,0.028958089184951435,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Astrocytes,CDH2,CDH2,0.004185254416755542,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,NeuralProgenitors,CDH2,CDH2,0.012877924129328533,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,CDH2,CDH2,0.028958089184951435,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,CDH2,CDH2,0.03169316586348844,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Endothelial,NeuralProgenitors,CDH2,CDH2,0.004591613308252422,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Endothelial,CDH2,CDH2,0.0018352220665443465,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Endothelial,CDH2,CDH2,0.004185254416755542,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Endothelial,CDH2,CDH2,0.004591613308252422,0,CDH2_CDH2,CDH2 - CDH2,CDH,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,CDH1,CDH1,4.1962867753000965e-4,0,CDH1_CDH1,CDH1 - CDH1,CDH,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,CDH1,ITGA2_ITGB1,0.002144398628413027,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
Oligodendrocytes,Endothelial,CDH1,ITGA2_ITGB1,0.0023412810028598167,0,CDH1_ITGA1_ITGB1,CDH1 - (ITGA1+ITGB1),CDH1,Cell-Cell Contact,PMID: 12392763
Endothelial,Endothelial,CDH5,CDH5,0.013094216984106736,0,CDH5_CDH5,CDH5 - CDH5,CDH5,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,CLDN11,CLDN11,0.13094435495978995,0,CLDN11_CLDN11,CLDN11 - CLDN11,CLDN,Cell-Cell Contact,KEGG: hsa04514
NKTcells,NKTcells,CLEC2D,KLRB1,0.009928801379432617,0,CLEC2D_KLRB1,CLEC2D - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Bcells,NKTcells,CLEC2D,KLRB1,0.009155000260996807,0,CLEC2D_KLRB1,CLEC2D - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Microglia,NKTcells,CLEC2B,KLRB1,0.0020131286894147452,0,CLEC2B_KLRB1,CLEC2B - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Neutrophils,NKTcells,CLEC2B,KLRB1,0.0038208841055251287,0,CLEC2B_KLRB1,CLEC2B - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Monocytes,NKTcells,CLEC2B,KLRB1,0.004884733554444259,0,CLEC2B_KLRB1,CLEC2B - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
NKTcells,NKTcells,CLEC2B,KLRB1,0.00933700241746089,0,CLEC2B_KLRB1,CLEC2B - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Endothelial,NKTcells,CLEC2B,KLRB1,0.005973908268151587,0,CLEC2B_KLRB1,CLEC2B - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Bcells,NKTcells,CLEC2B,KLRB1,0.0026009755447053374,0,CLEC2B_KLRB1,CLEC2B - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Microglia,NKTcells,CD69,KLRB1,0.0062335496052330994,0,CLEC2C_KLRB1,CLEC2C - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
NKTcells,NKTcells,CD69,KLRB1,0.022519341684864167,0,CLEC2C_KLRB1,CLEC2C - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Bcells,NKTcells,CD69,KLRB1,0.026928737596719137,0,CLEC2C_KLRB1,CLEC2C - KLRB1,CLEC,Cell-Cell Contact,PMID: 24223577
Oligodendrocytes,Oligodendrocytes,CNTN2,CNTN2_CNTNAP2,0.06544351620996401,0,CNTN2_CNTN2_CNTNAP2,CNTN2 - (CNTN2+CNTNAP2),CNTN,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,CNTN2,CNTN2,0.08631310648373457,0,CNTN2_CNTN2,CNTN2 - CNTN2,CNTN,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Astrocytes,CNTN1,NRCAM,0.05183910032953238,0,CNTN1_NRCAM,CNTN1 - NRCAM,CNTN,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,CNTN1,NRCAM,0.07348726798777007,0,CNTN1_NRCAM,CNTN1 - NRCAM,CNTN,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,CNTN1,NRCAM,0.08847950464787015,0,CNTN1_NRCAM,CNTN1 - NRCAM,CNTN,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,CNTN1,NRCAM,0.12343683004032917,0,CNTN1_NRCAM,CNTN1 - NRCAM,CNTN,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Endothelial,EFNA1,EPHA2,9.901699129659597e-4,0,EFNA1_EPHA2,EFNA1 - EPHA2,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Endothelial,EFNA1,EPHA2,2.5550502896923847e-4,0,EFNA1_EPHA2,EFNA1 - EPHA2,EPHA,Cell-Cell Contact,PMID: 15114347
Endothelial,Endothelial,EFNA1,EPHA2,6.56027626758074e-4,0,EFNA1_EPHA2,EFNA1 - EPHA2,EPHA,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,Endothelial,EFNA1,EPHA3,8.898825334475951e-4,0,EFNA1_EPHA3,EFNA1 - EPHA3,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Endothelial,EFNA1,EPHA3,2.2960961109247822e-4,0,EFNA1_EPHA3,EFNA1 - EPHA3,EPHA,Cell-Cell Contact,PMID: 15114347
Endothelial,Endothelial,EFNA1,EPHA3,5.895632081648076e-4,0,EFNA1_EPHA3,EFNA1 - EPHA3,EPHA,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,Astrocytes,EFNA1,EPHA4,9.496884155645939e-4,0,EFNA1_EPHA4,EFNA1 - EPHA4,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Astrocytes,EFNA1,EPHA4,2.450517510265158e-4,0,EFNA1_EPHA4,EFNA1 - EPHA4,EPHA,Cell-Cell Contact,PMID: 15114347
Endothelial,Astrocytes,EFNA1,EPHA4,6.29198393049785e-4,0,EFNA1_EPHA4,EFNA1 - EPHA4,EPHA,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,Endothelial,EFNA1,EPHA4,0.0013092024421197397,0,EFNA1_EPHA4,EFNA1 - EPHA4,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Endothelial,EFNA1,EPHA4,3.3790875863559287e-4,0,EFNA1_EPHA4,EFNA1 - EPHA4,EPHA,Cell-Cell Contact,PMID: 15114347
Endothelial,Endothelial,EFNA1,EPHA4,8.674930718264263e-4,0,EFNA1_EPHA4,EFNA1 - EPHA4,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Endothelial,EFNA5,EPHA2,6.187934247586601e-4,0,EFNA5_EPHA2,EFNA5 - EPHA2,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Endothelial,EFNA5,EPHA3,5.560992322610998e-4,0,EFNA5_EPHA3,EFNA5 - EPHA3,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Astrocytes,EFNA5,EPHA4,5.934860352618428e-4,0,EFNA5_EPHA4,EFNA5 - EPHA4,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Endothelial,EFNA5,EPHA4,8.182665394381014e-4,0,EFNA5_EPHA4,EFNA5 - EPHA4,EPHA,Cell-Cell Contact,PMID: 15114347
Astrocytes,Oligodendrocytes,EFNA5,EPHB2,7.969024142933759e-4,0,EFNA5_EPHB2,EFNA5 - EPHB2,EPHA,Cell-Cell Contact,PMID:15107857; PMID: 15114347
Astrocytes,Microglia,EFNA5,EPHB2,4.5949001017916665e-4,0,EFNA5_EPHB2,EFNA5 - EPHB2,EPHA,Cell-Cell Contact,PMID:15107857; PMID: 15114347
Oligodendrocytes,Astrocytes,EFNB2,EPHA4,4.1619104232446116e-4,0,EFNB2_EPHA4,EFNB2 - EPHA4,EPHB,Cell-Cell Contact,PMID: 15114347
Astrocytes,Astrocytes,EFNB2,EPHA4,4.1061758837920045e-4,0,EFNB2_EPHA4,EFNB2 - EPHA4,EPHB,Cell-Cell Contact,PMID: 15114347
Endothelial,Astrocytes,EFNB2,EPHA4,5.301066233671911e-4,0,EFNB2_EPHA4,EFNB2 - EPHA4,EPHB,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,Endothelial,EFNB2,EPHA4,5.738603219584899e-4,0,EFNB2_EPHA4,EFNB2 - EPHA4,EPHB,Cell-Cell Contact,PMID: 15114347
Astrocytes,Endothelial,EFNB2,EPHA4,5.661766238287457e-4,0,EFNB2_EPHA4,EFNB2 - EPHA4,EPHB,Cell-Cell Contact,PMID: 15114347
Endothelial,Endothelial,EFNB2,EPHA4,7.308999797484852e-4,0,EFNB2_EPHA4,EFNB2 - EPHA4,EPHB,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,Neutrophils,EFNB2,EPHB1,0.0018183511938598938,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Astrocytes,Neutrophils,EFNB2,EPHB1,0.0017940343066261625,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Endothelial,Neutrophils,EFNB2,EPHB1,0.002315162902208914,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,Astrocytes,EFNB2,EPHB1,0.0020375277020598837,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Astrocytes,Astrocytes,EFNB2,EPHB1,0.0020102856611296524,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Endothelial,Astrocytes,EFNB2,EPHB1,0.002594067407227681,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,NeuralProgenitors,EFNB2,EPHB1,4.98696045231233e-4,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Astrocytes,NeuralProgenitors,EFNB2,EPHB1,4.920182631183757e-4,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Endothelial,NeuralProgenitors,EFNB2,EPHB1,6.351797070370557e-4,0,EFNB2_EPHB1,EFNB2 - EPHB1,EPHB,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,Oligodendrocytes,EFNB2,EPHB2,5.588738307525532e-4,0,EFNB2_EPHB2,EFNB2 - EPHB2,EPHB,Cell-Cell Contact,PMID: 15114347
Astrocytes,Oligodendrocytes,EFNB2,EPHB2,5.513906834189328e-4,0,EFNB2_EPHB2,EFNB2 - EPHB2,EPHB,Cell-Cell Contact,PMID: 15114347
Endothelial,Oligodendrocytes,EFNB2,EPHB2,7.118152835261249e-4,0,EFNB2_EPHB2,EFNB2 - EPHB2,EPHB,Cell-Cell Contact,PMID: 15114347
Oligodendrocytes,Microglia,EFNB2,EPHB2,3.2221140119068975e-4,0,EFNB2_EPHB2,EFNB2 - EPHB2,EPHB,Cell-Cell Contact,PMID: 15114347
Astrocytes,Microglia,EFNB2,EPHB2,3.178960824955929e-4,0,EFNB2_EPHB2,EFNB2 - EPHB2,EPHB,Cell-Cell Contact,PMID: 15114347
Endothelial,Microglia,EFNB2,EPHB2,4.104143918211977e-4,0,EFNB2_EPHB2,EFNB2 - EPHB2,EPHB,Cell-Cell Contact,PMID: 15114347
Endothelial,Endothelial,ESAM,ESAM,0.03408924378321067,0,ESAM_ESAM,ESAM - ESAM,ESAM,Cell-Cell Contact,KEGG: hsa04514; PMID: 11279107
Microglia,Microglia,ICAM1,ITGAX_ITGB2,0.006411627704837155,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Neutrophils,Microglia,ICAM1,ITGAX_ITGB2,0.0464525173550296,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Monocytes,Microglia,ICAM1,ITGAX_ITGB2,0.022096983654914172,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Endothelial,Microglia,ICAM1,ITGAX_ITGB2,0.01650659463495181,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Microglia,Neutrophils,ICAM1,ITGAX_ITGB2,0.003042218671381982,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Neutrophils,Neutrophils,ICAM1,ITGAX_ITGB2,0.022517885858926615,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Monocytes,Neutrophils,ICAM1,ITGAX_ITGB2,0.010572388128659457,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Endothelial,Neutrophils,ICAM1,ITGAX_ITGB2,0.007874167615072737,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Microglia,Monocytes,ICAM1,ITGAX_ITGB2,0.007304062150367864,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Neutrophils,Monocytes,ICAM1,ITGAX_ITGB2,0.052623066896014745,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Monocytes,Monocytes,ICAM1,ITGAX_ITGB2,0.025117471307045492,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Endothelial,Monocytes,ICAM1,ITGAX_ITGB2,0.018777592502364653,0,ICAM1_ITGAX_ITGB2,ICAM1 - (ITGAX+ITGB2),ICAM,Cell-Cell Contact,PMID: 16252253
Microglia,Microglia,ICAM1,ITGAL_ITGB2,0.0017689561243794416,0,ICAM1_ITGAL_ITGB2,ICAM1 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Neutrophils,Microglia,ICAM1,ITGAL_ITGB2,0.013201389730521738,0,ICAM1_ITGAL_ITGB2,ICAM1 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,ICAM1,ITGAL_ITGB2,0.006167012229309547,0,ICAM1_ITGAL_ITGB2,ICAM1 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Microglia,ICAM1,ITGAL_ITGB2,0.004587891579923347,0,ICAM1_ITGAL_ITGB2,ICAM1 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Microglia,NKTcells,ICAM1,ITGAL_ITGB2,0.002816698082858117,0,ICAM1_ITGAL_ITGB2,ICAM1 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Neutrophils,NKTcells,ICAM1,ITGAL_ITGB2,0.020878863755474552,0,ICAM1_ITGAL_ITGB2,ICAM1 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Monocytes,NKTcells,ICAM1,ITGAL_ITGB2,0.009794137710420809,0,ICAM1_ITGAL_ITGB2,ICAM1 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Endothelial,NKTcells,ICAM1,ITGAL_ITGB2,0.007293073498137326,0,ICAM1_ITGAL_ITGB2,ICAM1 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Microglia,ICAM2,ITGAL_ITGB2,0.00991884667670279,0,ICAM2_ITGAL_ITGB2,ICAM2 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Endothelial,NKTcells,ICAM2,ITGAL_ITGB2,0.015717713357129952,0,ICAM2_ITGAL_ITGB2,ICAM2 - (ITGAL+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Microglia,Microglia,ICAM1,ITGAM_ITGB2,0.004899524514143466,0,ICAM1_ITGAM_ITGB2,ICAM1 - (ITGAM+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Neutrophils,Microglia,ICAM1,ITGAM_ITGB2,0.03583787117403664,0,ICAM1_ITGAM_ITGB2,ICAM1 - (ITGAM+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,ICAM1,ITGAM_ITGB2,0.016948784509654764,0,ICAM1_ITGAM_ITGB2,ICAM1 - (ITGAM+ITGB2),ICAM,Cell-Cell Contact,KEGG: hsa04514
